"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.934893389E0,2.690744400E-2,2.694702148E-2,4.855823517E-2
1.939953389E0,-2.192735672E-3,4.133224487E-3,3.020286560E-2
1.945013389E0,-5.013704300E-3,7.552146912E-3,1.681184769E-2
1.950073389E0,3.474700451E-2,3.242063522E-2,-1.561498642E-2
1.955133389E0,2.656996250E-2,1.923561096E-2,-5.032491684E-2
1.960193389E0,5.410790443E-2,-8.859634399E-4,-7.769060135E-2
1.965253389E0,5.042111874E-2,-1.789093018E-3,-8.827114105E-2
1.970313389E0,5.628013611E-2,-2.818107605E-4,-4.414939880E-2
1.975373389E0,5.499613285E-2,-5.796909332E-3,-7.413911819E-2
1.980433389E0,3.007066250E-2,1.011800766E-2,-7.772588730E-2
1.985493389E0,2.439618111E-2,2.127027512E-2,-3.387737274E-2
1.990553389E0,2.123939991E-2,-1.760339737E-2,-1.645708084E-2
1.995613389E0,3.715288639E-2,-1.529216766E-3,8.411407471E-4
2.000673389E0,1.969492435E-2,4.741668701E-3,-1.034784317E-2
2.005733389E0,4.848718643E-3,-1.291465759E-2,2.145433426E-2
2.010793389E0,2.599501610E-2,-4.209995270E-3,-4.205131531E-2
2.015853389E0,4.703748226E-2,-3.376007080E-4,-5.748939514E-2
2.020913389E0,5.619823933E-2,1.533842087E-2,-3.945922852E-2
2.025973389E0,4.644584656E-2,-2.508163452E-3,-1.665735245E-2
2.031033389E0,2.981221676E-2,2.019214630E-2,-7.003545761E-2
2.036093389E0,1.085066795E-2,2.844142914E-2,-6.834506989E-2
2.041153389E0,1.096391678E-2,3.913593292E-2,-5.256986618E-2
2.046213389E0,1.791930199E-2,4.501485825E-2,-2.751636505E-2
2.051273389E0,8.732080460E-4,1.283073425E-2,-1.696729660E-2
2.056333389E0,-1.857399940E-3,-4.288196564E-2,-3.736829758E-2
2.061393389E0,6.656801701E-2,-1.726913452E-2,-3.634119034E-2
2.066453389E0,8.224725723E-2,-2.733612061E-2,-1.645517349E-2
2.071513389E0,5.747997761E-2,-1.356840134E-2,-3.472232819E-2
2.076573389E0,6.386530399E-2,-2.842235565E-2,-3.381681442E-2
2.081633389E0,2.979409695E-2,-1.931858063E-2,-2.824735641E-2
2.086693389E0,3.410720825E-2,1.354408264E-2,-4.415655136E-2
2.091753389E0,3.379654884E-2,4.372024536E-2,-4.085254669E-2
2.096813389E0,5.017352104E-2,4.741668701E-2,-4.222011566E-2
2.101873389E0,3.555703163E-2,7.487440109E-2,-5.073213577E-2
2.106933389E0,2.366065979E-3,5.934429169E-2,-1.066064835E-1
2.111993389E0,-4.539728165E-3,5.117654800E-2,-9.088182449E-2
2.117053389E0,-2.086448669E-2,2.152633667E-2,-6.799125671E-2
2.122113389E0,1.052904129E-2,2.298259735E-2,-8.801126480E-2
2.127173389E0,5.096280575E-2,2.928876877E-2,-1.008934975E-1
2.132233389E0,1.025617123E-2,2.601242065E-2,-7.089138031E-2
2.137293389E0,4.583108425E-2,6.305694580E-3,-6.745243073E-2
2.142353389E0,3.828799725E-2,-3.210687637E-2,-5.468368530E-2
2.147413389E0,6.871938705E-2,-3.565311432E-3,-8.967161179E-2
2.152473389E0,5.614936352E-2,1.540756226E-2,-8.414411545E-2
2.157533389E0,2.226376534E-2,4.131650925E-2,-9.052038193E-2
2.162593389E0,7.557988167E-3,2.912616730E-2,-1.017398834E-1
2.167653389E0,-2.232193947E-3,4.797840118E-2,-9.628486633E-2
2.172713389E0,2.439498901E-3,4.766511917E-2,-7.420969009E-2
2.177773389E0,1.425778866E-2,1.641273499E-2,-4.274463654E-2
2.182833389E0,7.104158401E-3,1.638555527E-2,-4.009485245E-2
2.187893389E0,2.864480019E-2,2.109527588E-2,-8.915901184E-3
2.192953389E0,6.434774399E-2,1.365327835E-2,1.987600327E-2
2.198013389E0,8.818352222E-2,-9.822845459E-4,-3.633022308E-3
2.203073389E0,7.651710510E-2,2.245235443E-2,-5.531263351E-2
2.208133389E0,5.561113358E-2,3.138828278E-2,-7.559013367E-2
2.213193389E0,4.204201698E-2,4.504203796E-2,-7.197380066E-2
2.218253389E0,-2.111804485E-2,3.023719788E-2,-8.037471771E-2
2.223313389E0,-5.994200706E-2,5.857849121E-2,-4.855966568E-2
2.228373389E0,-7.000756264E-2,5.829238892E-2,-1.238727570E-2
2.233433389E0,-1.038000584E-1,8.889007568E-2,2.346944809E-2
2.238493389E0,-9.957158566E-2,1.002755165E-1,6.841850281E-2
2.243553389E0,-6.962382793E-2,4.964017868E-2,9.167432785E-2
2.248613389E0,-5.187845230E-2,4.911947250E-2,1.172785759E-1
2.253673389E0,-2.014029026E-2,6.994104385E-2,1.403055191E-1
2.258733389E0,-1.726531982E-2,3.819894791E-2,1.347351074E-1
2.263793389E0,-1.213443279E-2,3.512191772E-2,1.031584740E-1
2.268853389E0,-5.702900887E-2,5.826568604E-2,1.430239677E-1
2.273913389E0,-6.356000900E-2,5.033969879E-2,1.611685753E-1
2.278973389E0,-4.651820660E-2,6.124448776E-2,1.722064018E-1
2.284033389E0,-1.572430134E-2,3.147935867E-2,1.618685722E-1
2.289093389E0,9.950637817E-3,-3.097534180E-3,1.328821182E-1
2.294153389E0,2.130389214E-2,2.808570862E-3,8.060073853E-2
2.299213389E0,7.296574116E-2,-1.041698456E-2,1.695728302E-2
2.304273389E0,7.676029205E-2,-2.603673935E-2,-8.003711700E-3
2.309333389E0,7.374250889E-2,-2.491998672E-2,-5.402708054E-2
2.314393389E0,8.288037777E-2,1.716613770E-5,-9.017229080E-2
2.319453389E0,7.540619373E-2,3.420734406E-2,-6.418848038E-2
2.324513389E0,3.463232517E-2,4.440736771E-2,-6.937789917E-2
2.329573389E0,-1.303625107E-2,1.898241043E-2,-6.276178360E-2
2.334633389E0,-1.047527790E-2,3.195285797E-2,-9.201622009E-2
2.339693389E0,-1.295661926E-2,3.773546219E-2,-8.312940598E-2
2.344753389E0,2.237737179E-2,2.680826187E-2,-8.859300613E-2
2.349813389E0,5.488300323E-2,2.790451050E-2,-1.154828072E-1
2.354873389E0,1.014243364E-1,1.016759872E-2,-1.351828575E-1
2.359933389E0,1.215170622E-1,2.182483673E-3,-1.334185600E-1
2.364993389E0,1.296747923E-1,-1.282596588E-2,-1.197991371E-1
2.370053389E0,1.450905800E-1,-1.334095001E-2,-1.182317734E-1
2.375113389E0,1.061154604E-1,-5.878877640E-2,-9.064483643E-2
2.380173389E0,1.150263548E-1,-4.680776596E-2,-7.756376266E-2
2.385233389E0,7.870948315E-2,-5.614089966E-2,-6.000566483E-2
2.390293389E0,6.641376019E-2,-2.499437332E-2,-7.587814331E-2
2.395353389E0,3.759193420E-2,-5.583381653E-2,-6.789779663E-2
2.400413389E0,3.047788143E-2,-6.734323502E-2,-6.002950668E-2
2.405473389E0,3.294420242E-2,-5.983066559E-2,-6.877517700E-2
2.410533389E0,4.437327385E-3,-6.667518616E-2,-6.792354584E-2
2.415593389E0,-9.579539299E-3,-5.675601959E-2,-1.489305496E-2
2.420653389E0,1.427817345E-2,-6.118679047E-2,-1.936721802E-2
2.425713389E0,3.303813934E-2,-7.984256744E-2,-1.908111572E-2
2.430773389E0,4.184961319E-3,-1.149439812E-1,-9.307861328E-3
2.435833389E0,2.308177948E-2,-1.117725372E-1,-2.334547043E-2
2.440893389E0,3.001701832E-2,-8.253288269E-2,-2.533483505E-2
2.445953389E0,1.314640045E-3,-7.974529266E-2,-4.147100449E-2
2.451013389E0,-8.164763451E-3,-7.710933685E-2,-4.310035706E-2
2.458530681E0,-8.344054222E-3,-4.148244858E-2,-7.068061829E-2
2.463607712E0,-2.748095989E-2,-1.759338379E-2,-9.844303131E-2
2.468684743E0,-9.654366970E-2,1.345252991E-2,-9.061384201E-2
2.473761775E0,-9.164309502E-2,1.347351074E-2,-7.352256775E-2
2.478835420E0,-1.107701063E-1,4.023075104E-3,-7.566738129E-2
2.483912243E0,-1.654030085E-1,3.027963638E-2,-9.205102921E-2
2.488989066E0,-1.532411575E-1,3.501605988E-2,-5.853128433E-2
2.494065941E0,-1.438776255E-1,3.259515762E-2,-8.951997757E-2
2.499145525E0,-1.300045252E-1,6.121873856E-2,-1.346831322E-1
2.504222504E0,-1.638101339E-1,1.016469002E-1,-1.772675514E-1
2.509299483E0,-1.760560274E-1,9.452629089E-2,-2.269392014E-1
2.514376410E0,-1.644560099E-1,1.470694542E-1,-2.692823410E-1
2.519470785E0,-2.194104195E-1,1.757273674E-1,-2.949280739E-1
2.524548598E0,-2.810375690E-1,1.829271317E-1,-2.943863869E-1
2.529626462E0,-3.328782320E-1,2.022109032E-1,-3.725581169E-1
2.534704275E0,-1.848410368E-1,1.765098572E-1,-2.413587570E-1
2.539761983E0,-2.516334057E-1,3.173027039E-1,-2.584767342E-1
2.544838858E0,-3.985298872E-1,2.574582100E-1,-3.657746315E-1
2.549915681E0,-3.380659819E-1,1.817536354E-1,-3.989329338E-1
2.554992504E0,-3.089969158E-1,2.877349854E-1,-4.133119583E-1
2.560069014E0,-3.534953594E-1,2.934603691E-1,-3.898696899E-1
2.565145837E0,-3.832745552E-1,2.778635025E-1,-3.904561996E-1
2.570222660E0,-3.818775415E-1,2.983684540E-1,-4.364900589E-1
2.575299483E0,-3.876109123E-1,2.810254097E-1,-4.563260078E-1
2.580369066E0,-4.198728800E-1,2.382583618E-1,-4.909062386E-1
2.585445525E0,-3.857058287E-1,2.748217583E-1,-4.664587975E-1
2.590521983E0,-3.871890306E-1,2.091999054E-1,-3.901410103E-1
2.595598493E0,-4.790655375E-1,1.302785873E-1,-3.790206909E-1
2.600674952E0,-3.379447460E-1,1.045789719E-1,-1.451201439E-1
2.605734952E0,-2.833863497E-1,1.669182777E-1,5.605983734E-2
2.610794952E0,-3.977965117E-1,1.500649452E-1,-1.028232574E-1
2.615854952E0,-3.386859894E-1,-1.832151413E-2,-2.252998352E-1
2.620914952E0,-2.424008846E-1,1.024675369E-2,-1.290063858E-1
2.625974952E0,-2.489513159E-1,6.034946442E-2,-5.760145187E-2
2.631034952E0,-3.147820234E-1,-1.039223671E-1,-2.699232101E-2
2.636094952E0,-2.661470175E-1,-1.316814423E-1,1.224994659E-3
2.641154952E0,-6.297719479E-2,8.057880402E-2,1.506438255E-1
2.646214952E0,-1.556470394E-1,2.219295502E-2,1.972084045E-1
2.651274952E0,-1.861402988E-1,-8.386230469E-2,1.512742043E-1
2.656334952E0,-1.951448917E-1,-1.275749207E-1,2.532706261E-1
2.661394952E0,-2.373849154E-1,-1.427206993E-1,3.095688820E-1
2.666454952E0,-2.178587914E-1,-1.393818855E-1,3.374247551E-1
2.671514952E0,-1.681122780E-1,-1.818561554E-1,3.394150734E-1
2.676574952E0,-1.617940664E-1,-2.338466644E-1,3.345546722E-1
2.681634952E0,-1.155657768E-1,-2.593469620E-1,3.178324699E-1
2.686694952E0,-4.394078255E-2,-2.705998421E-1,3.275094032E-1
2.691754952E0,7.870197296E-4,-3.057103157E-1,3.182525635E-1
2.696814952E0,9.253382683E-3,-3.525834084E-1,2.664284706E-1
2.701874952E0,1.514244080E-2,-3.162140846E-1,2.224135399E-1
2.706934952E0,3.045320511E-2,-2.969288826E-1,1.599035263E-1
2.711994952E0,4.587101936E-2,-2.969183922E-1,1.194620132E-1
2.717054952E0,1.109628677E-1,-2.328672409E-1,6.755971909E-2
2.722114952E0,1.731288433E-1,-2.430567741E-1,3.516006470E-2
2.727174952E0,1.924879551E-1,-2.817759514E-1,-3.000688553E-2
2.732234952E0,1.791638136E-1,-3.367075920E-1,-5.177783966E-2
2.737294952E0,1.904288530E-1,-3.673892021E-1,1.704406738E-2
2.742354952E0,1.999672651E-1,-3.359818459E-1,1.414108276E-2
2.747414952E0,2.268257141E-1,-3.049116135E-1,-1.699256897E-2
2.752474952E0,1.258285046E-1,-2.644739151E-1,3.531789780E-2
2.757534952E0,3.105986118E-2,-2.150158882E-1,9.222507477E-2
2.762594952E0,-2.941119671E-2,-1.732916832E-1,1.393947601E-1
2.767654952E0,-1.013071537E-1,-1.394600868E-1,1.722888947E-1
2.772714952E0,-1.160705090E-1,-8.253383636E-2,1.457581520E-1
2.777774952E0,-1.194187403E-1,-2.167558670E-2,1.125020981E-1
2.782834952E0,-1.398843527E-1,2.413845062E-2,5.353403091E-2
2.787894952E0,-8.479118347E-2,3.862619400E-2,-5.491590500E-2
2.792954952E0,-6.138598919E-2,5.786800385E-2,-1.507759094E-1
2.798014952E0,-1.711106300E-2,6.755495071E-2,-2.174987793E-1
2.803074952E0,5.994939804E-2,7.515954971E-2,-3.006563187E-1
2.808134952E0,1.197000742E-1,6.658983231E-2,-3.598451614E-1
2.813194952E0,1.671465635E-1,6.589746475E-2,-3.977594376E-1
2.818254952E0,2.143439054E-1,6.593179703E-2,-4.003453255E-1
2.823314952E0,2.330118418E-1,7.614088058E-2,-3.749289513E-1
2.828374952E0,2.425427437E-1,2.500772476E-2,-3.239336014E-1
2.833434952E0,2.548446655E-1,-6.231307983E-3,-2.641701698E-1
2.838494952E0,2.484836578E-1,-8.460521698E-3,-1.622605324E-1
2.843554952E0,2.236727476E-1,-5.818462372E-2,-8.721113205E-2
2.848614952E0,2.232400179E-1,-1.195759773E-1,2.788114548E-2
2.853674952E0,2.374494076E-1,-1.379847527E-1,1.542458534E-1
2.858734952E0,2.421504259E-1,-1.663026810E-1,2.278327942E-1
2.863794952E0,2.324548960E-1,-1.712508202E-1,2.562136650E-1
2.868854952E0,2.366708517E-1,-1.884183884E-1,2.798628807E-1
2.873914952E0,2.643293142E-1,-1.416568756E-1,2.204327583E-1
2.878974952E0,2.750577927E-1,-1.430163383E-1,1.901898384E-1
2.884034952E0,2.713493109E-1,-1.230454445E-1,8.184337616E-2
2.889094952E0,2.557272911E-1,-5.332326889E-2,8.600950241E-2
2.894154952E0,2.591608763E-1,-1.719617844E-2,5.665159225E-2
2.899214952E0,2.125464678E-1,-7.188320160E-3,5.853176117E-3
2.904274952E0,2.301442623E-1,7.705688477E-3,9.854316711E-3
2.909334952E0,2.522132397E-1,-3.284454346E-3,6.340503693E-3
2.914394952E0,2.645623684E-1,9.800910950E-3,-2.110624313E-2
2.919454952E0,2.388212681E-1,-2.928733826E-3,-3.443956375E-2
2.924514952E0,2.514761686E-1,1.102399826E-2,-4.088973999E-2
2.929574952E0,2.642660141E-1,1.436233521E-3,-3.326988220E-2
2.934634952E0,2.774194479E-1,1.576662064E-2,2.895689011E-2
2.939694952E0,2.386231422E-1,6.558179855E-2,4.802751541E-2
2.944754952E0,1.980473995E-1,5.080223083E-2,5.040836334E-2
2.949814952E0,1.865892410E-1,3.390312195E-2,8.122205734E-2
2.954874952E0,1.848413944E-1,5.302667618E-2,1.424713135E-1
2.959934952E0,1.118857861E-1,6.969976425E-2,2.862958908E-1
2.964994952E0,9.165787697E-2,4.783582687E-2,3.627281189E-1
2.970054952E0,1.208950281E-1,-7.472991943E-3,4.244785309E-1
2.975114952E0,1.257673502E-1,-1.048707962E-2,4.717679024E-1
2.980174952E0,1.278904676E-1,-7.333040237E-2,4.905028343E-1
2.985234952E0,1.698505878E-1,-8.133459091E-2,4.902553558E-1
2.990294952E0,1.754225492E-1,-7.058620453E-2,5.234675407E-1
2.995354952E0,1.331489086E-1,-9.343719482E-2,5.161857605E-1
3.000414952E0,1.069250107E-1,-8.803510666E-2,4.426517487E-1
3.005474952E0,3.814814091E-1,-1.447625160E-1,6.002116203E-1
3.010534952E0,5.163027644E-1,-7.351398468E-2,6.313042641E-1
3.015594952E0,3.917778730E-1,-3.222513199E-2,3.518381119E-1
3.020654952E0,3.653502464E-1,-2.124352455E-1,2.601284981E-1
3.025714952E0,4.818639755E-1,-8.933734894E-2,2.712740898E-1
3.030774952E0,4.674507976E-1,-1.223659515E-2,2.181887627E-1
3.035834952E0,4.367879033E-1,-5.920076370E-2,1.750116348E-1
3.040894952E0,4.063886404E-1,-3.437471390E-2,1.439619064E-1
3.045954952E0,3.595559597E-1,-1.416826248E-2,1.627564430E-1
3.051014952E0,3.750046492E-1,-4.129838943E-2,1.573715210E-1
3.056074952E0,3.522895575E-1,-2.055406570E-2,1.637883186E-1
3.061134952E0,3.724701405E-1,-5.438566208E-2,1.794457436E-1
3.066194952E0,3.401615620E-1,-9.744930267E-2,1.997270584E-1
3.071254952E0,3.439381123E-1,-1.378598213E-1,1.866903305E-1
3.076314952E0,3.098659515E-1,-1.518306732E-1,1.500701904E-1
3.081374952E0,3.238946199E-1,-1.871418953E-1,1.518907547E-1
3.086434952E0,3.332856894E-1,-2.152895927E-1,1.302070618E-1
3.091494952E0,3.288322687E-1,-1.673231125E-1,7.803440094E-2
3.096554952E0,3.037797213E-1,-1.675081253E-1,2.189064026E-2
3.101614952E0,2.579095364E-1,-1.535334587E-1,4.372119904E-3
3.106674952E0,2.199798822E-1,-9.474802017E-2,3.001642227E-2
3.111734952E0,1.306171417E-1,-5.082416534E-2,3.426456451E-2
3.116794952E0,9.895610809E-2,-4.800558090E-2,1.029100418E-1
3.121854952E0,6.492388248E-2,-5.015611649E-2,1.497211456E-1
3.126914952E0,2.610611916E-2,-2.152252197E-2,1.653013229E-1
3.131974952E0,8.597850800E-3,2.330923080E-2,1.570882797E-1
3.137034952E0,9.703516960E-3,-3.429412842E-3,1.677899361E-1
3.142094952E0,2.207183838E-2,3.196907043E-2,1.662855148E-1
3.147154952E0,4.333603382E-2,2.446174622E-2,1.336917877E-1
3.152214952E0,4.034554958E-2,1.486587524E-2,1.391277313E-1
3.157274952E0,4.922294617E-2,3.246307373E-3,1.229023933E-1
3.162334952E0,5.538141727E-2,-5.771636963E-3,9.240055084E-2
3.167394952E0,5.186796188E-2,-5.154609680E-3,2.169942856E-2
3.172454952E0,5.535340309E-2,5.051612854E-3,1.087045670E-2
3.177514952E0,4.473507404E-2,5.077695847E-2,-3.544139862E-2
3.182574952E0,2.469861507E-2,8.411693573E-2,-1.192688942E-1
3.187634952E0,2.883470058E-2,7.918214798E-2,-1.762290001E-1
3.192694952E0,-1.428210735E-2,6.465673447E-2,-1.565341949E-1
3.197754952E0,-1.230942011E-1,1.761302948E-1,-1.083917618E-1
3.202814952E0,-1.385718584E-1,1.866059303E-1,9.872388840E-2
3.207874952E0,-1.333999634E-1,2.553510666E-2,1.095266342E-1
3.212934952E0,-1.592671871E-1,4.399871826E-2,8.218860626E-2
3.217994952E0,9.036421776E-2,2.900981903E-2,1.453351974E-1
3.223054952E0,7.876574993E-2,-1.461362839E-2,3.245368004E-1
3.228114952E0,2.075600624E-2,-7.216072083E-2,2.383489609E-1
3.233174952E0,9.308624268E-2,-6.494140625E-2,4.281802177E-1
3.238234952E0,7.199096680E-2,-1.078433990E-1,3.243627548E-1
3.243294952E0,4.604589939E-2,-1.550064087E-1,1.594910622E-1
3.248354952E0,1.766736507E-1,-4.079561234E-1,-2.824926376E-2
3.253414952E0,5.371021628E-1,-6.860795021E-1,-1.654949188E-1
3.258474952E0,3.377102017E-1,-2.074689865E-1,1.345911026E-1
3.263534952E0,1.231906414E-1,3.318257332E-1,2.487897873E-1
3.268594952E0,-4.291439056E-2,3.107562065E-1,2.953753471E-1
3.273654952E0,3.330764771E-1,-2.144312859E-1,4.108943939E-1
3.278714952E0,2.687846422E-1,-3.324975967E-1,5.602788925E-2
3.283774952E0,1.365058422E-1,-3.114972115E-1,1.457839012E-1
3.288834952E0,3.404466510E-1,-2.573318481E-1,2.561383247E-1
3.293894952E0,5.480487943E-1,-5.315475464E-1,9.258413315E-2
3.298954952E0,3.535535932E-1,-4.512286186E-1,-1.534843445E-2
3.304014952E0,1.380435228E-1,-2.615394592E-1,-4.061698914E-3
3.309074952E0,1.859347224E-1,-2.781200409E-2,5.903959274E-2
3.314134952E0,4.953661561E-1,-4.962892532E-1,1.307811737E-1
3.319194952E0,4.115110040E-1,-5.777797699E-1,2.582073212E-2
3.326719014E0,3.198354244E-1,-2.584929466E-1,6.398296356E-2
3.331796618E0,2.082252502E-1,3.025579453E-2,2.649407387E-1
3.336858962E0,7.642197609E-2,2.122464180E-1,3.881139755E-1
3.341935785E0,-1.068457365E-1,2.211866379E-1,4.393687248E-1
3.347012608E0,-2.036795616E-1,1.508011818E-1,2.984023094E-1
3.352089379E0,-1.552485228E-1,9.677267075E-2,2.233963013E-1
3.357149379E0,-7.005596161E-2,8.801221848E-2,2.916836739E-1
3.362209379E0,-6.770217419E-2,7.207059860E-2,1.835117340E-1
3.367269379E0,-1.162241697E-1,4.204320908E-2,2.143001556E-2
3.372329379E0,-1.363010406E-1,5.784702301E-2,-3.283452988E-2
3.377389379E0,-1.231262684E-1,1.004424095E-1,-4.693269730E-2
3.382449379E0,-1.338337660E-1,1.057372093E-1,-1.259202957E-1
3.387509379E0,-1.037801504E-1,1.189455986E-1,-2.908563614E-2
3.392569379E0,-6.718003750E-2,1.064233780E-1,9.024286270E-2
3.397629379E0,-4.119455814E-2,1.536927223E-1,2.082276344E-1
3.402689379E0,2.619087696E-2,1.842398643E-1,2.013053894E-1
3.407749379E0,6.054854393E-2,1.718821526E-1,1.252498627E-1
3.412809379E0,-7.587730885E-2,1.716895103E-1,3.518295288E-2
3.417869379E0,-2.573723793E-1,1.313400269E-1,5.483293533E-2
3.422929379E0,-3.235684633E-1,6.301641464E-2,9.316301346E-2
3.427989379E0,-2.913832664E-1,4.515647888E-2,4.336881638E-2
3.433049379E0,-1.973466873E-1,1.317186356E-1,-3.660964966E-2
3.438109379E0,-1.868826151E-1,2.528548241E-1,-6.568479538E-2
3.443169379E0,-2.926473618E-1,3.154087067E-1,-6.312751770E-2
3.448229379E0,-2.623091936E-1,3.457112312E-1,6.596565247E-3
3.453289379E0,-2.329593897E-1,2.797579765E-1,5.743598938E-2
3.458349379E0,-3.073168993E-1,2.610230446E-1,2.047061920E-2
3.463409379E0,-2.971680164E-1,2.275567055E-1,-1.350307465E-2
3.468469379E0,-3.500406742E-1,1.442236900E-1,-1.017541885E-1
3.473529379E0,-3.284667134E-1,7.835054398E-2,-9.428119659E-2
3.478589379E0,-2.639609575E-1,7.251787186E-2,-1.248869896E-1
3.483649379E0,-2.118783593E-1,8.126497269E-2,-1.221733093E-1
3.488709379E0,-3.580503464E-1,1.358571053E-1,5.801439285E-2
3.493769379E0,-4.443993568E-1,1.026606560E-1,3.193373680E-1
3.498829379E0,-4.882529378E-1,3.381729126E-2,6.023850441E-1
3.503889379E0,-5.354533792E-1,5.104541779E-3,8.479719162E-1
3.508949379E0,-4.298505783E-1,5.790710449E-3,1.163938046E0
3.514009379E0,-3.225539923E-1,-2.764301300E-1,1.241544724E0
3.519069379E0,-3.176913857E-1,-7.158508301E-1,9.475684166E-1
3.524129379E0,-3.710830212E-2,-9.965038300E-1,3.557467461E-1
3.529189379E0,2.769019604E-1,-9.351115227E-1,1.326446533E-1
3.534249379E0,4.976774156E-1,-6.762862206E-1,2.198891640E-1
3.539309379E0,4.534295201E-1,-4.709653854E-1,2.820487022E-1
3.544369379E0,2.370250225E-1,-2.667732239E-1,7.731771469E-2
3.549429379E0,1.772997379E-1,1.446580887E-2,2.280621529E-1
3.554489379E0,1.103412509E-1,2.026796341E-1,2.258224487E-1
3.559549379E0,-1.379665136E-1,2.413048744E-1,-3.341531754E-1
3.564609379E0,-5.553394556E-2,2.509269714E-1,-4.117226601E-1
3.569669379E0,-2.770423889E-2,4.668350220E-1,-2.935070992E-1
3.574729379E0,1.516562700E-2,4.587798119E-1,-2.987112999E-1
3.579789379E0,-3.412520885E-2,3.994894028E-1,-5.782165527E-1
3.584849379E0,-1.006487608E-1,4.730725288E-1,-7.668380737E-1
3.589909379E0,-5.874478817E-2,2.822942734E-1,-8.396978378E-1
3.594969379E0,-3.495627642E-2,8.397626877E-2,-8.931112289E-1
3.600029379E0,-7.151931524E-2,6.405305862E-2,-7.328844070E-1
3.605089379E0,-8.984160423E-2,1.701545715E-2,-6.461129189E-1
3.610149379E0,3.443887234E-1,-7.410020828E-1,-5.016088486E-1
3.615209379E0,-5.491673946E-2,-4.623756409E-1,-7.752709389E-1
3.620269379E0,-7.294160128E-1,5.119919777E-1,-6.680464745E-1
3.625329379E0,-6.620399952E-1,1.039373398E0,2.739787102E-1
3.630389379E0,-1.154443622E-1,6.839804649E-1,3.803515434E-1
3.635449379E0,-1.545454860E-1,2.458209991E-1,-2.177405357E-1
3.640509379E0,-2.662204504E-1,2.927923203E-2,-4.921603203E-1
3.645569379E0,-2.854407430E-1,6.546831131E-2,-4.068384171E-1
3.650629379E0,-2.357114255E-1,1.510038376E-1,-5.187172890E-1
3.655689379E0,-1.688854694E-1,2.206006050E-1,-5.594439507E-1
3.660749379E0,-8.859580755E-2,2.998299599E-1,-3.367133141E-1
3.665809379E0,-1.264986396E-1,2.480330467E-1,-5.198287964E-2
3.670869379E0,-5.586346984E-2,8.224821091E-2,-9.005117416E-2
3.675929379E0,-2.849492431E-2,-5.900716782E-2,-2.769470215E-1
3.680989379E0,-1.801956892E-1,1.494836807E-1,-4.022717476E-1
3.686049379E0,7.321399450E-2,-8.020782471E-2,-1.924581528E-1
3.691109379E0,3.396786451E-1,-3.044505119E-1,-2.137889862E-1
3.696169379E0,5.005308390E-1,-8.044991493E-1,-2.825903893E-1
3.701229379E0,-3.382685781E-2,-3.395042419E-1,-3.397426605E-1
3.706289379E0,6.979188323E-2,1.225395203E-1,-4.311418533E-2
3.711349379E0,3.489343226E-1,8.819961548E-2,2.683386803E-1
3.716409379E0,2.649422884E-1,-7.103395462E-2,-1.507611275E-1
3.721469379E0,-8.576413989E-2,-1.414871216E-2,-5.319571495E-1
3.726529379E0,2.964171767E-2,-6.122112274E-2,-3.720359802E-1
3.731589379E0,3.577579260E-1,-4.856109619E-2,-4.510793686E-1
3.736649379E0,3.151239157E-1,-4.544396400E-1,-7.307357788E-1
3.741709379E0,-4.090580344E-2,-3.769021034E-1,-6.845455170E-1
3.746769379E0,-8.044743538E-2,1.937403679E-1,-4.597048759E-1
3.751829379E0,2.253322005E-1,3.236255646E-1,-2.946033478E-1
3.756889379E0,-9.600803256E-2,3.195247650E-1,-1.167163849E-1
3.761949379E0,-2.349309623E-1,1.632108688E-1,-2.846302986E-1
3.767009379E0,-1.929444969E-1,9.605026245E-2,-3.656263351E-1
3.772069379E0,-3.222856820E-1,-1.751470566E-2,-1.541891098E-1
3.777129379E0,-1.793212295E-1,-2.054595947E-2,-4.129886627E-3
3.782189379E0,-1.603916287E-2,-2.844047546E-2,-4.860877991E-3
3.787249379E0,-3.276047409E-1,-7.631301880E-3,-1.244978905E-1
3.792309379E0,-4.433522820E-1,1.181960106E-1,1.791086197E-1
3.797369379E0,-3.879451156E-1,1.931934357E-1,3.802952766E-1
3.802429379E0,-4.000144005E-1,6.532764435E-2,2.094597816E-1
3.807489379E0,-3.386599720E-1,-4.949522018E-2,2.442569733E-1
