"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.010507504E2,7.181092501E-1,-1.201287270E0,-2.605789661E0
1.010558104E2,6.512340903E-1,-1.249797821E0,-2.491714954E0
1.010608704E2,6.398984790E-1,-1.310098648E0,-2.330897093E0
1.010659304E2,6.434520483E-1,-1.420460701E0,-2.123239279E0
1.010709904E2,6.117806435E-1,-1.530589104E0,-1.863783717E0
1.010760504E2,5.019396544E-1,-1.666821480E0,-1.592708230E0
1.010811104E2,4.361816049E-1,-1.824368477E0,-1.376282930E0
1.010861704E2,2.923277318E-1,-1.981689453E0,-1.127563357E0
1.010912304E2,1.444788873E-1,-2.117281914E0,-8.959485888E-1
1.010962904E2,6.932735443E-3,-2.216835022E0,-7.168574333E-1
1.011038368E2,-1.484546959E-1,-2.335120678E0,-6.566749215E-1
1.011089138E2,-2.659258842E-1,-2.446448803E0,-5.999419093E-1
1.011139909E2,-3.713564277E-1,-2.538568974E0,-5.654376745E-1
1.011190679E2,-4.218739569E-1,-2.604315281E0,-5.796591640E-1
1.011241247E2,-4.962203503E-1,-2.655714989E0,-5.896468759E-1
1.011292008E2,-5.510140657E-1,-2.695184231E0,-6.865067482E-1
1.011342768E2,-6.367543936E-1,-2.684437752E0,-8.201434612E-1
1.011393528E2,-7.058799267E-1,-2.656987667E0,-9.815573692E-1
1.011444128E2,-7.201712728E-1,-2.620010853E0,-1.190186262E0
1.011494728E2,-7.631659508E-1,-2.556748390E0,-1.434667110E0
1.011545328E2,-8.111362457E-1,-2.467167377E0,-1.574761868E0
1.011595928E2,-8.568406105E-1,-2.391936302E0,-1.690223455E0
1.011646528E2,-8.788409233E-1,-2.335801125E0,-1.757395744E0
1.011697128E2,-9.179676771E-1,-2.222153664E0,-1.762187004E0
1.011747728E2,-1.005301952E0,-2.115656853E0,-1.678355932E0
1.011798328E2,-1.095425725E0,-2.061761856E0,-1.651717782E0
1.011848928E2,-1.176525474E0,-1.943150043E0,-1.557829738E0
1.011899528E2,-1.210754514E0,-1.824486732E0,-1.427650452E0
1.011950128E2,-1.140512943E0,-1.657938957E0,-1.282459617E0
1.012000728E2,-1.056657314E0,-1.501010895E0,-1.114716768E0
1.012051328E2,-1.090276241E0,-1.262812614E0,-1.024577379E0
1.012101928E2,-1.245906830E0,-1.008069992E0,-9.637328386E-1
1.012152528E2,-1.437734485E0,-7.319850922E-1,-9.131391644E-1
1.012203128E2,-1.639786720E0,-4.417428970E-1,-8.846756220E-1
1.012253728E2,-1.694486976E0,-1.158161163E-1,-8.519244790E-1
1.012304328E2,-1.592716813E0,1.883401871E-1,-7.238643169E-1
1.012354928E2,-1.367900252E0,4.707174301E-1,-5.241848230E-1
1.012405528E2,-1.143734336E0,7.288408279E-1,-3.144047260E-1
1.012456128E2,-1.032036781E0,1.012875557E0,-1.240158081E-2
1.012506728E2,-8.198947906E-1,1.356183052E0,3.157384992E-1
1.012557328E2,-5.359690189E-1,1.653305054E0,6.206673384E-1
1.012607928E2,-2.969796062E-1,1.995100021E0,9.126212597E-1
1.012658528E2,-1.439455152E-2,2.400544167E0,1.209263563E0
1.012709128E2,2.905500531E-1,2.831213951E0,1.458224297E0
1.012759728E2,7.616263032E-1,3.176939964E0,1.614734411E0
1.012810328E2,1.204101443E0,3.478398323E0,1.547491074E0
1.012860928E2,1.334104061E0,3.716546059E0,1.356536269E0
1.012911528E2,1.316639781E0,3.855731010E0,1.277773499E0
1.012962128E2,1.493952990E0,3.965532303E0,1.222143650E0
1.013012728E2,1.620212078E0,3.919227600E0,1.047892451E0
1.013063328E2,1.652615547E0,3.858322144E0,7.633821368E-1
1.013113928E2,1.648078680E0,3.833237648E0,5.016924143E-1
1.013164528E2,1.590017319E0,3.695648193E0,3.509868979E-1
1.013215128E2,1.407039165E0,3.419420242E0,2.247558236E-1
1.013265728E2,1.020194411E0,3.148358345E0,8.904916048E-2
1.013316328E2,4.049669802E-1,2.892101288E0,-5.858129263E-2
1.013366928E2,-2.048767507E-1,2.598053932E0,-1.055833101E-1
1.013417528E2,-6.744090319E-1,2.314194679E0,-1.575281024E-1
1.013468128E2,-1.018968344E0,2.129041672E0,-2.189171612E-1
1.013518728E2,-1.371053934E0,1.968322754E0,-2.012850344E-1
1.013569328E2,-1.714655638E0,1.791324615E0,-1.260805130E-1
1.013619928E2,-2.031259537E0,1.691351891E0,-4.580059648E-2
1.013670528E2,-2.275997162E0,1.594121933E0,9.225851297E-2
1.013721128E2,-2.504457951E0,1.504377365E0,1.447771788E-1
1.013771728E2,-2.776659489E0,1.429265022E0,1.022329032E-1
1.013822328E2,-2.949435472E0,1.352011681E0,-6.909036636E-2
1.013872928E2,-3.073603392E0,1.270227432E0,-2.717980146E-1
1.013923528E2,-3.139888525E0,1.293973923E0,-4.253934026E-1
1.013974128E2,-3.222405910E0,1.336959839E0,-6.522080898E-1
1.014024728E2,-3.317079782E0,1.504424095E0,-8.766097426E-1
1.014075328E2,-3.379081249E0,1.705275536E0,-9.748965502E-1
1.014125928E2,-3.341947079E0,1.877250671E0,-8.402400017E-1
1.014176528E2,-3.134206772E0,2.092144966E0,-5.567754507E-1
1.014227128E2,-2.775037766E0,2.304451942E0,-9.820489585E-2
1.014277728E2,-2.161053896E0,2.478290558E0,4.213992953E-1
1.014328328E2,-1.403920054E0,2.656791687E0,9.359831214E-1
1.014378928E2,-6.673841476E-1,2.899789810E0,1.424556136E0
1.014429528E2,3.083389625E-2,3.089987755E0,1.892428398E0
1.014480128E2,6.034032106E-1,3.248977661E0,2.179996729E0
1.014530728E2,1.209266663E0,3.312200546E0,2.378412247E0
1.014581328E2,1.840411067E0,3.191224098E0,2.549945116E0
1.014631928E2,2.282750607E0,3.084823608E0,2.588883162E0
1.014682528E2,2.551616192E0,2.983372688E0,2.628926039E0
1.014733128E2,2.772064209E0,2.752847672E0,2.602701664E0
1.014783728E2,2.956285238E0,2.407737732E0,2.655986309E0
1.014834328E2,3.011441469E0,2.000788689E0,2.762275934E0
1.014884928E2,2.906948090E0,1.618176460E0,2.893025398E0
1.014935528E2,2.630955696E0,1.238308907E0,3.013237715E0
1.014986128E2,2.247738123E0,8.181219101E-1,3.078018665E0
1.015036728E2,1.730439901E0,3.457088470E-1,3.006699324E0
1.015087328E2,1.085690498E0,-1.070795059E-1,2.831279516E0
1.015137928E2,4.321066737E-1,-5.761222839E-1,2.578364372E0
1.015188528E2,1.965197921E-2,-1.023079872E0,2.417970896E0
1.015239128E2,-1.238279939E-1,-1.273314476E0,2.388356686E0
1.015289728E2,-3.073697984E-1,-1.437141418E0,2.348721266E0
1.015340328E2,-5.714342594E-1,-1.634326935E0,2.288149595E0
1.015390928E2,-8.326975107E-1,-1.807413101E0,2.101929903E0
1.015441528E2,-1.086639643E0,-1.946846962E0,1.837973595E0
1.015492128E2,-1.273828506E0,-2.026329517E0,1.550906777E0
1.015542728E2,-1.521493912E0,-2.096150875E0,1.199547172E0
1.015593328E2,-1.732287407E0,-2.091686726E0,8.308411837E-1
1.015643928E2,-1.833059907E0,-1.991477966E0,5.016105771E-1
1.015694528E2,-1.802477479E0,-1.979849339E0,1.699960977E-1
1.015745128E2,-1.588031650E0,-1.925090313E0,-1.339502335E-1
1.015795728E2,-1.369055271E0,-1.899027824E0,-3.344703913E-1
1.015846328E2,-1.202463865E0,-1.858565807E0,-3.891827464E-1
1.015896928E2,-1.078418255E0,-1.763051510E0,-4.015436769E-1
1.015947528E2,-9.464916587E-1,-1.660408497E0,-3.791012764E-1
1.015998128E2,-8.089868426E-1,-1.624814034E0,-4.057192802E-1
1.016048728E2,-5.440287590E-1,-1.577226639E0,-3.524045348E-1
1.016099328E2,-2.996011376E-1,-1.584638596E0,-2.124203593E-1
1.016149928E2,-2.162789851E-1,-1.639801979E0,1.204133034E-2
1.016200528E2,-1.168487892E-1,-1.716331005E0,1.011765301E-1
1.016251128E2,3.241594881E-2,-1.818984509E0,2.449619025E-1
1.016301728E2,7.626335323E-2,-1.883128643E0,4.628046155E-1
1.016352328E2,1.514344215E-1,-1.927951813E0,5.805307627E-1
1.016402928E2,3.632413745E-1,-2.030050278E0,6.827292442E-1
1.016453528E2,5.538502336E-1,-2.115197182E0,8.680549860E-1
1.016504128E2,6.304180622E-1,-2.145167351E0,9.746204615E-1
1.016554728E2,5.742483139E-1,-2.196610451E0,9.932953119E-1
1.016605328E2,4.879402816E-1,-2.286265850E0,9.317582250E-1
1.016655928E2,3.760265708E-1,-2.347107887E0,8.261287212E-1
1.016706528E2,2.813371718E-1,-2.407878876E0,7.121455669E-1
1.016757128E2,2.107069790E-1,-2.480540276E0,6.184026003E-1
1.016807728E2,1.639774442E-1,-2.557920456E0,4.734383225E-1
1.016858328E2,1.120931804E-1,-2.553887367E0,3.012146652E-1
1.016908928E2,4.814425856E-2,-2.559459209E0,1.351335049E-1
1.016959528E2,-2.809651941E-2,-2.519604206E0,-2.473592758E-2
1.017010128E2,-2.119164169E-2,-2.484628201E0,-2.046667039E-1
1.017060728E2,4.711251706E-2,-2.459300518E0,-3.498091102E-1
1.017111328E2,1.221624017E-1,-2.390972614E0,-4.747367799E-1
1.017161928E2,1.778488457E-1,-2.325162888E0,-5.890176296E-1
1.017212528E2,2.049696892E-1,-2.233164787E0,-6.806993484E-1
1.017263128E2,1.362841278E-1,-2.098252773E0,-7.906417847E-1
1.017313728E2,6.756418943E-2,-2.013786316E0,-8.901897669E-1
1.017364328E2,2.031788230E-2,-1.922273636E0,-1.005802393E0
1.017414928E2,2.062958479E-2,-1.830871582E0,-1.020668745E0
1.017465528E2,9.498187900E-2,-1.741978645E0,-1.054512262E0
1.017516128E2,1.146807224E-1,-1.648444653E0,-9.849523306E-1
1.017566728E2,8.974577487E-2,-1.567036152E0,-9.459874630E-1
1.017617328E2,-1.259595156E-3,-1.504919052E0,-9.399936199E-1
1.017667928E2,-1.895578206E-1,-1.421406746E0,-9.093043804E-1
1.017718528E2,-3.222841620E-1,-1.350025177E0,-8.250817657E-1
1.017769128E2,-4.070315957E-1,-1.314690590E0,-7.733662128E-1
1.017819728E2,-5.228258371E-1,-1.279457092E0,-7.734718323E-1
1.017870328E2,-6.005252600E-1,-1.189301491E0,-7.103404403E-1
1.017920928E2,-6.212089062E-1,-1.108886719E0,-6.342951059E-1
1.017971528E2,-6.374850869E-1,-1.050146103E0,-5.982733965E-1
1.018022128E2,-6.948007345E-1,-1.017840385E0,-5.782267451E-1
1.018072728E2,-7.931298614E-1,-9.449291229E-1,-5.385278463E-1
1.018123328E2,-8.966291547E-1,-8.697404861E-1,-5.150710940E-1
1.018173928E2,-1.012482285E0,-8.137941360E-1,-5.080689192E-1
1.018224528E2,-1.128744006E0,-7.579212189E-1,-4.888206422E-1
1.018275128E2,-1.281436324E0,-6.590290070E-1,-4.792622924E-1
1.018325728E2,-1.389319420E0,-5.003976822E-1,-4.797654450E-1
1.018376328E2,-1.377773523E0,-3.108158112E-1,-4.736448824E-1
1.018426928E2,-1.376204967E0,-1.214265823E-1,-4.513093829E-1
1.018477528E2,-1.489310741E0,1.395664215E-1,-4.204580784E-1
1.018528128E2,-1.597261190E0,4.314117432E-1,-4.219990969E-1
1.018578728E2,-1.669510841E0,7.325630188E-1,-3.795664310E-1
1.018629328E2,-1.708947539E0,1.014325142E0,-3.078037500E-1
1.018679928E2,-1.591315746E0,1.259972572E0,-1.348654628E-1
1.018730528E2,-1.450471163E0,1.522173882E0,6.035333872E-2
1.018781128E2,-1.372508645E0,1.733916283E0,2.515124083E-1
1.018831728E2,-1.230125546E0,1.947877884E0,4.556407332E-1
1.018882328E2,-1.085850120E0,2.195158005E0,6.967834830E-1
1.018932928E2,-9.252828956E-1,2.377595901E0,9.992704391E-1
1.019008302E2,-7.321446538E-1,2.534009933E0,1.222275972E0
1.019059071E2,-4.909933805E-1,2.615577698E0,1.452757001E0
1.019109841E2,-2.690997720E-1,2.689816475E0,1.693464041E0
1.019160610E2,-8.306884766E-2,2.773458481E0,1.856110811E0
1.019211347E2,1.892682016E-1,2.837744713E0,2.013024807E0
1.019262115E2,5.146981478E-1,2.882658005E0,2.157301903E0
1.019312883E2,7.714310884E-1,2.927311897E0,2.315751791E0
1.019363650E2,1.048120975E0,2.945353508E0,2.464858055E0
1.019414291E2,1.309037685E0,2.908044815E0,2.562256336E0
1.019465053E2,1.480327606E0,2.851291656E0,2.615734100E0
1.019515815E2,1.521488070E0,2.806200027E0,2.532382011E0
1.019566576E2,1.506819010E0,2.789486885E0,2.367867231E0
1.019617464E2,1.426373482E0,2.731769562E0,2.029077053E0
1.019668232E2,1.346996665E0,2.666675568E0,1.563476920E0
1.019719000E2,1.359345675E0,2.544061661E0,1.149986506E0
1.019769768E2,1.293248415E0,2.464591980E0,7.683227658E-1
1.019820168E2,1.121878743E0,2.428302765E0,4.297209978E-1
1.019870917E2,1.076910257E0,2.404091835E0,1.362805963E-1
1.019921666E2,1.137071252E0,2.329762459E0,-2.344533354E-1
1.019972415E2,1.099299908E0,2.313079834E0,-6.833704710E-1
1.020023015E2,9.232059717E-1,2.296594620E0,-1.187539339E0
1.020073615E2,7.309250832E-1,2.261198044E0,-1.642641544E0
1.020124215E2,4.692652822E-1,2.238064766E0,-1.983239651E0
1.020174815E2,1.281225383E-1,2.239165306E0,-2.208309412E0
1.020225415E2,-1.445743293E-1,2.290773392E0,-2.306432247E0
1.020276015E2,-3.810010850E-1,2.321054459E0,-2.304286242E0
1.020326615E2,-4.978776574E-1,2.330030441E0,-2.243215561E0
1.020377215E2,-5.263009071E-1,2.320092201E0,-2.127998352E0
1.020427815E2,-5.119455457E-1,2.317569733E0,-1.960952997E0
1.020478415E2,-3.877754509E-1,2.348773003E0,-1.691937089E0
1.020529015E2,-2.204505354E-1,2.375357628E0,-1.420881152E0
1.020579615E2,1.218765378E-1,2.359048843E0,-1.099521399E0
1.020630215E2,5.204142332E-1,2.247230530E0,-6.939408779E-1
1.020680815E2,8.111333847E-1,2.161996841E0,-2.466700077E-1
1.020731415E2,1.159457326E0,2.112865448E0,2.073351443E-1
1.020782015E2,1.687497139E0,2.061490059E0,6.306627989E-1
1.020832615E2,2.275606394E0,1.991097450E0,1.105526447E0
1.020883215E2,2.709709644E0,1.839416504E0,1.488927722E0
1.020933815E2,2.863661528E0,1.666308403E0,1.709545255E0
1.020984415E2,2.950183868E0,1.502904892E0,1.811145306E0
1.021035015E2,3.146215200E0,1.248703957E0,1.887231469E0
1.021085615E2,3.281775713E0,9.588270187E-1,1.976242423E0
1.021136215E2,3.397562504E0,6.620235443E-1,2.003957748E0
1.021186815E2,3.527197599E0,3.965616226E-1,1.960979223E0
1.021237415E2,3.598982096E0,1.265163422E-1,1.935565472E0
1.021288015E2,3.656507015E0,-2.151393890E-1,1.925508857E0
1.021338615E2,3.628355980E0,-5.685424805E-1,1.947756290E0
1.021389215E2,3.464503527E0,-9.600391388E-1,1.940672994E0
1.021439815E2,3.038216114E0,-1.229311943E0,1.842628479E0
1.021490415E2,2.523742914E0,-1.484172821E0,1.549114943E0
1.021541015E2,2.087868690E0,-1.801139355E0,1.160664320E0
1.021591615E2,1.715516090E0,-2.103521347E0,7.225481272E-1
1.021642215E2,1.360919833E0,-2.369757652E0,4.113181829E-1
1.021692815E2,1.179197788E0,-2.535265446E0,2.482398152E-1
1.021743415E2,9.473885894E-1,-2.640841007E0,5.386811495E-2
1.021794015E2,7.824172974E-1,-2.708092213E0,-1.714537740E-1
1.021844615E2,6.336070895E-1,-2.760983467E0,-4.275229573E-1
1.021895215E2,4.887858033E-1,-2.794705391E0,-6.980702281E-1
1.021945815E2,2.758292854E-1,-2.840342999E0,-1.000263214E0
1.021996415E2,3.992316127E-2,-2.873908520E0,-1.339421988E0
1.022047015E2,-1.671186239E-1,-2.864245415E0,-1.543908119E0
1.022097615E2,-3.268720210E-1,-2.844860077E0,-1.669308424E0
1.022148215E2,-3.776582778E-1,-2.808571339E0,-1.773198366E0
1.022198815E2,-2.978941500E-1,-2.827178478E0,-1.851022720E0
1.022249415E2,-8.754390478E-2,-2.809702396E0,-1.852686167E0
1.022300015E2,1.247498691E-1,-2.751437664E0,-1.754213095E0
1.022350615E2,3.350486457E-1,-2.650081635E0,-1.670427084E0
1.022401215E2,5.012124777E-1,-2.577514648E0,-1.656038046E0
1.022451815E2,5.998690724E-1,-2.476299763E0,-1.715741158E0
1.022502415E2,7.054545879E-1,-2.370388508E0,-1.742136955E0
1.022553015E2,7.657768726E-1,-2.283712387E0,-1.785954714E0
1.022603615E2,7.740111351E-1,-2.244956017E0,-1.806974769E0
1.022654215E2,7.062596679E-1,-2.158353806E0,-1.829346776E0
1.022704815E2,6.174328327E-1,-2.069395065E0,-1.853610635E0
1.022755415E2,5.574967861E-1,-2.066583633E0,-1.858554959E0
1.022806015E2,4.666936994E-1,-2.056506634E0,-1.817962170E0
1.022856615E2,4.000799954E-1,-2.015246868E0,-1.770270109E0
1.022907215E2,3.455434442E-1,-2.045712948E0,-1.677220702E0
1.022957815E2,2.622924447E-1,-2.044939518E0,-1.550608873E0
1.023008415E2,2.006759644E-1,-2.015377998E0,-1.413910747E0
1.023059015E2,1.868291497E-1,-2.026454926E0,-1.304908276E0
1.023109615E2,2.112336755E-1,-2.058992386E0,-1.185068846E0
1.023160215E2,2.763769031E-1,-2.065129757E0,-1.075624228E0
1.023210815E2,3.346755505E-1,-2.071243286E0,-9.476842880E-1
1.023261415E2,3.745986819E-1,-2.048660278E0,-8.559260368E-1
1.023312015E2,3.749779463E-1,-2.069223881E0,-8.694362640E-1
1.023362615E2,3.124531507E-1,-2.065919399E0,-8.996652365E-1
1.023413215E2,2.011697292E-1,-2.074639320E0,-9.443516731E-1
1.023463815E2,6.749308109E-2,-2.090579987E0,-9.317440987E-1
1.023514415E2,-8.633410931E-2,-2.135250092E0,-9.816753864E-1
1.023565015E2,-2.055198252E-1,-2.141604900E0,-1.017507195E0
1.023615615E2,-2.808042765E-1,-2.157530308E0,-1.065492034E0
1.023666215E2,-3.482203186E-1,-2.173422337E0,-1.116289377E0
1.023716815E2,-3.839970529E-1,-2.127059937E0,-1.117373943E0
1.023767415E2,-3.689276576E-1,-2.121400833E0,-1.169273734E0
1.023818015E2,-4.131185710E-1,-2.098969460E0,-1.257634640E0
1.023868615E2,-5.451874733E-1,-2.100454330E0,-1.217345476E0
1.023919215E2,-6.743314266E-1,-2.056426048E0,-1.218441725E0
1.023969815E2,-8.104349375E-1,-2.050653934E0,-1.296856761E0
1.024020415E2,-9.682573080E-1,-1.989754200E0,-1.337667704E0
1.024071015E2,-1.152651787E0,-1.909667015E0,-1.448705792E0
1.024121615E2,-1.292469740E0,-1.836687088E0,-1.508007288E0
1.024172215E2,-1.290182233E0,-1.749206066E0,-1.485010862E0
1.024222815E2,-1.248712778E0,-1.630517006E0,-1.365202665E0
1.024273415E2,-1.246693134E0,-1.523768425E0,-1.279816389E0
1.024324015E2,-1.283839107E0,-1.431381226E0,-1.218812943E0
1.024374615E2,-1.403172374E0,-1.341374397E0,-1.095966578E0
1.024425215E2,-1.611810565E0,-1.158057213E0,-9.446586370E-1
1.024475815E2,-1.821748972E0,-9.222116470E-1,-7.909569740E-1
1.024526415E2,-1.995107651E0,-6.913127899E-1,-7.089400291E-1
1.024577015E2,-2.091694355E0,-4.342613220E-1,-5.881282091E-1
1.024627615E2,-2.169204235E0,-1.487092972E-1,-3.996150494E-1
1.024678215E2,-2.108044147E0,1.844053268E-1,-2.219995260E-1
1.024728815E2,-1.855795860E0,4.932212830E-1,-6.451040506E-2
1.024779415E2,-1.603866100E0,9.188938141E-1,2.716578841E-1
1.024830015E2,-1.200891495E0,1.413315773E0,7.032826543E-1
1.024880615E2,-8.021926880E-1,1.916451454E0,1.133259296E0
1.024931215E2,-5.914397836E-1,2.459265709E0,1.485866308E0
1.024981815E2,-1.944300830E-1,2.847738266E0,1.616431952E0
1.025032415E2,3.006873727E-1,3.237532616E0,1.663982034E0
1.025083015E2,8.493207693E-1,3.628629684E0,1.745400071E0
1.025133615E2,1.383293986E0,3.994657516E0,1.712034941E0
1.025184215E2,1.827060699E0,4.273420334E0,1.568376780E0
1.025234815E2,2.200782537E0,4.412399292E0,1.344994426E0
1.025285415E2,2.426208973E0,4.495585442E0,1.079129100E0
1.025336015E2,2.599690676E0,4.484877586E0,7.862192988E-1
1.025386615E2,2.683532000E0,4.335031509E0,4.936829209E-1
1.025437215E2,2.699856520E0,4.110883713E0,3.105969429E-1
1.025487815E2,2.469480753E0,3.788642883E0,4.027843475E-2
1.025538415E2,1.896003127E0,3.440353394E0,-1.071617007E-1
1.025589015E2,1.098050714E0,3.030311584E0,-1.967297196E-1
1.025639615E2,3.281669617E-1,2.618490219E0,-2.544385195E-1
1.025690215E2,-2.385817766E-1,2.178668976E0,-2.989142835E-1
1.025740815E2,-6.108691096E-1,1.787458420E0,-2.145821452E-1
1.025791415E2,-9.021062851E-1,1.559634209E0,-1.039438844E-1
1.025842015E2,-1.187045217E0,1.380118370E0,6.233602762E-2
1.025892615E2,-1.308108449E0,1.224838257E0,2.376180291E-1
1.025943215E2,-1.466670752E0,1.186989784E0,2.963430285E-1
1.025993815E2,-1.598155737E0,1.153901100E0,1.897470951E-1
1.026044415E2,-1.638378859E0,1.106484413E0,2.771139145E-2
1.026095015E2,-1.666083574E0,1.133316994E0,-1.805037856E-1
1.026145615E2,-1.824355841E0,1.315680504E0,-4.494677782E-1
1.026196215E2,-2.101770401E0,1.562550545E0,-8.898023367E-1
1.026246815E2,-2.290638208E0,1.835676193E0,-1.586607099E0
1.026297415E2,-2.436883688E0,2.070544243E0,-2.295801878E0
1.026348015E2,-2.438346148E0,2.310337067E0,-2.902770758E0
1.026398615E2,-2.467449427E0,2.571809769E0,-3.244951963E0
1.026449215E2,-2.442821741E0,2.890785217E0,-3.290746927E0
1.026499815E2,-2.326321840E0,3.183407784E0,-3.070251465E0
1.026550415E2,-2.075277567E0,3.368322372E0,-2.564871550E0
1.026601015E2,-1.588710904E0,3.505419731E0,-1.924978256E0
1.026651615E2,-9.805076718E-1,3.589942932E0,-1.082928061E0
1.026702215E2,-4.339708090E-1,3.612364769E0,-1.407735199E-1
1.026752815E2,-2.804835141E-1,3.625370026E0,7.880543470E-1
1.026803415E2,-1.102894172E-1,3.540431976E0,1.721900940E0
1.026854015E2,4.669061899E-1,3.288242340E0,2.509577274E0
1.026904615E2,9.085847735E-1,2.957484245E0,3.264810801E0
1.026955215E2,1.194519639E0,2.663002968E0,4.015683651E0
1.027005815E2,1.514075398E0,2.239596367E0,4.533774853E0
1.027056415E2,1.731075883E0,1.838090897E0,4.973274231E0
1.027107015E2,1.781518817E0,1.434469223E0,5.306175709E0
1.027157615E2,1.708818197E0,1.023903847E0,5.473274708E0
1.027208215E2,1.603679419E0,6.183519363E-1,5.415114403E0
1.027258815E2,1.482589722E0,2.489213943E-1,5.318412304E0
1.027309415E2,1.283406377E0,-4.612731934E-2,5.156524658E0
1.027360015E2,9.940643907E-1,-3.099164963E-1,4.905246735E0
1.027410615E2,5.276586413E-1,-5.352602005E-1,4.526105881E0
1.027485773E2,1.732017100E-2,-7.489023209E-1,4.084905148E0
1.027536544E2,-3.696320951E-1,-9.523057938E-1,3.631111383E0
1.027587325E2,-7.012865543E-1,-1.179399490E0,3.151286602E0
1.027638097E2,-9.657906294E-1,-1.341592789E0,2.690277576E0
1.027688869E2,-1.046323538E0,-1.460473061E0,2.295502663E0
1.027739641E2,-1.129860997E0,-1.555227280E0,1.985889196E0
1.027790360E2,-1.302679777E0,-1.573234558E0,1.677227139E0
1.027841129E2,-1.486035705E0,-1.576801300E0,1.338422179E0
1.027891899E2,-1.644200087E0,-1.597030640E0,9.115625620E-1
1.027942669E2,-1.811020613E0,-1.571684837E0,4.798303843E-1
1.027992985E2,-1.870158315E0,-1.543881416E0,1.116416156E-1
1.028043732E2,-1.867137790E0,-1.539951324E0,-1.693681180E-1
1.028094478E2,-1.835764527E0,-1.552704811E0,-4.067189991E-1
1.028145225E2,-1.639683723E0,-1.574947357E0,-5.795162916E-1
1.028195825E2,-1.346004486E0,-1.613851547E0,-6.402597427E-1
1.028246425E2,-1.000006080E0,-1.588063240E0,-5.604220629E-1
1.028297025E2,-6.129935384E-1,-1.614895821E0,-4.570716023E-1
1.028347625E2,-2.801788449E-1,-1.572275162E0,-3.776410222E-1
1.028398225E2,1.322619617E-2,-1.594268799E0,-3.241926730E-1
1.028448825E2,2.630680203E-1,-1.606621742E0,-3.180152178E-1
1.028499425E2,4.122031927E-1,-1.650011539E0,-3.233100176E-1
1.028550025E2,4.946026802E-1,-1.669362545E0,-3.662964404E-1
1.028600625E2,5.153244734E-1,-1.724519730E0,-4.084369540E-1
1.028651225E2,4.793053269E-1,-1.786727428E0,-4.734804630E-1
1.028701825E2,3.984051943E-1,-1.810523987E0,-4.703413844E-1
1.028752425E2,3.179939985E-1,-1.858162880E0,-5.377509594E-1
1.028803025E2,2.309367210E-1,-1.979869843E0,-6.369061470E-1
1.028853625E2,1.108935103E-1,-2.075067997E0,-6.647094488E-1
1.028904225E2,4.631337523E-2,-2.167720795E0,-7.335476875E-1
1.028954825E2,-3.460788727E-2,-2.320034027E0,-7.955242991E-1
1.029005425E2,-2.326247543E-1,-2.378829479E0,-8.646938205E-1
1.029056025E2,-3.042518497E-1,-2.437544823E0,-8.501305580E-1
1.029106625E2,-4.051893950E-1,-2.467478752E0,-8.833494186E-1
1.029157225E2,-4.373302758E-1,-2.559581280E0,-1.021748900E0
1.029207825E2,-4.197772145E-1,-2.632433414E0,-1.071266413E0
1.029258425E2,-4.578047097E-1,-2.645370007E0,-1.070662498E0
1.029309025E2,-4.629746974E-1,-2.639152050E0,-1.000625849E0
1.029359625E2,-4.424207807E-1,-2.628168106E0,-9.232106209E-1
1.029410225E2,-3.771893680E-1,-2.645943165E0,-8.571009040E-1
1.029460825E2,-3.364069462E-1,-2.615870476E0,-7.545834780E-1
1.029511425E2,-3.081582189E-1,-2.552372456E0,-6.658162475E-1
1.029562025E2,-2.661887109E-1,-2.524879456E0,-5.955401659E-1
1.029612625E2,-2.438227385E-1,-2.483110428E0,-5.076595545E-1
1.029663225E2,-1.978899986E-1,-2.388794422E0,-4.765664041E-1
1.029713825E2,-1.475197673E-1,-2.304199219E0,-4.041156471E-1
1.029764425E2,-1.427536607E-1,-2.241279125E0,-3.596373796E-1
1.029815025E2,-1.069086194E-1,-2.180852413E0,-3.457908630E-1
1.029865625E2,-9.723384678E-2,-2.108556271E0,-2.596835196E-1
1.029916225E2,-1.590188295E-1,-2.010042191E0,-1.996065080E-1
1.029966825E2,-1.916576326E-1,-1.899692535E0,-1.034476161E-1
1.030017425E2,-2.311357558E-1,-1.789499283E0,-3.322103620E-2
1.030068025E2,-2.918000817E-1,-1.681860924E0,7.338762283E-2
1.030118625E2,-3.542454243E-1,-1.586346149E0,7.767224312E-2
1.030169225E2,-3.990619779E-1,-1.488572121E0,8.487254381E-2
1.030219825E2,-5.933575630E-1,-1.357432365E0,9.490883350E-2
1.030270425E2,-8.989118934E-1,-1.255169868E0,5.980080366E-2
1.030321025E2,-1.112649918E0,-1.184141159E0,5.821168423E-3
1.030371625E2,-1.232894182E0,-1.137114525E0,1.388126612E-2
1.030422225E2,-1.362757683E0,-1.094899178E0,1.653248072E-2
1.030472825E2,-1.545491576E0,-1.033576965E0,1.974999905E-3
1.030523425E2,-1.620656490E0,-9.483547211E-1,-9.489706159E-2
1.030574025E2,-1.674602270E0,-8.942708969E-1,-1.140353978E-1
1.030624625E2,-1.748018622E0,-7.971220016E-1,4.348516464E-3
1.030675225E2,-1.771612525E0,-6.617507935E-1,6.402236223E-2
